País de residencia;Tipo de dato;Periodo;Total
Resto del Mundo;Acumulado en lo que va de año;2018M05;1.746.576
Resto del Mundo;Acumulado en lo que va de año;2018M04;1.349.435
Resto del Mundo;Acumulado en lo que va de año;2018M03;930.789
Resto del Mundo;Acumulado en lo que va de año;2018M02;602.228
Resto del Mundo;Acumulado en lo que va de año;2018M01;288.154
Resto del Mundo;Acumulado en lo que va de año;2017M12;4.866.135
Resto del Mundo;Acumulado en lo que va de año;2017M11;4.590.907
Resto del Mundo;Acumulado en lo que va de año;2017M10;4.312.487
Resto del Mundo;Acumulado en lo que va de año;2017M09;3.907.574
Resto del Mundo;Acumulado en lo que va de año;2017M08;3.300.124
Resto del Mundo;Acumulado en lo que va de año;2017M07;2.672.827
Resto del Mundo;Acumulado en lo que va de año;2017M06;2.123.139
Resto del Mundo;Acumulado en lo que va de año;2017M05;1.653.746
Resto del Mundo;Acumulado en lo que va de año;2017M04;1.222.300
Resto del Mundo;Acumulado en lo que va de año;2017M03;828.475
Resto del Mundo;Acumulado en lo que va de año;2017M02;543.920
Resto del Mundo;Acumulado en lo que va de año;2017M01;294.014
Resto del Mundo;Acumulado en lo que va de año;2016M12;4.303.916
Resto del Mundo;Acumulado en lo que va de año;2016M11;4.034.716
Resto del Mundo;Acumulado en lo que va de año;2016M10;3.759.516
Resto del Mundo;Acumulado en lo que va de año;2016M09;3.376.695
Resto del Mundo;Acumulado en lo que va de año;2016M08;2.850.648
Resto del Mundo;Acumulado en lo que va de año;2016M07;2.303.317
Resto del Mundo;Acumulado en lo que va de año;2016M06;1.792.824
Resto del Mundo;Acumulado en lo que va de año;2016M05;1.446.404
Resto del Mundo;Acumulado en lo que va de año;2016M04;1.081.245
Resto del Mundo;Acumulado en lo que va de año;2016M03;751.061
Resto del Mundo;Acumulado en lo que va de año;2016M02;496.423
Resto del Mundo;Acumulado en lo que va de año;2016M01;246.638
Resto del Mundo;Acumulado en lo que va de año;2015M12;""
Resto del Mundo;Acumulado en lo que va de año;2015M11;""
Resto del Mundo;Acumulado en lo que va de año;2015M10;""
Resto del Mundo;Tasa de variación acumulada;2023M05;92,48
Resto del Mundo;Tasa de variación acumulada;2023M04;98,53
Resto del Mundo;Tasa de variación acumulada;2023M03;105,70
Resto del Mundo;Tasa de variación acumulada;2023M02;114,39
Resto del Mundo;Tasa de variación acumulada;2023M01;178,32
Resto del Mundo;Tasa de variación acumulada;2022M12;219,66
Resto del Mundo;Tasa de variación acumulada;2022M11;235,63
Resto del Mundo;Tasa de variación acumulada;2022M10;255,38
Resto del Mundo;Tasa de variación acumulada;2022M09;286,19
Resto del Mundo;Tasa de variación acumulada;2022M08;338,90
Resto del Mundo;Tasa de variación acumulada;2022M07;388,58
Resto del Mundo;Tasa de variación acumulada;2022M06;556,38
Resto del Mundo;Tasa de variación acumulada;2022M05;770,39
Resto del Mundo;Tasa de variación acumulada;2022M04;731,04
Resto del Mundo;Tasa de variación acumulada;2022M03;718,68
Resto del Mundo;Tasa de variación acumulada;2022M02;1.027,25
Resto del Mundo;Tasa de variación acumulada;2022M01;314,76
Resto del Mundo;Tasa de variación acumulada;2021M12;-3,32
Resto del Mundo;Tasa de variación acumulada;2021M11;-12,60
Resto del Mundo;Tasa de variación acumulada;2021M10;-22,04
Resto del Mundo;Tasa de variación acumulada;2021M09;-34,65
Resto del Mundo;Tasa de variación acumulada;2021M08;-49,41
Resto del Mundo;Tasa de variación acumulada;2021M07;-62,07
Resto del Mundo;Tasa de variación acumulada;2021M06;-75,32
Resto del Mundo;Tasa de variación acumulada;2021M05;-85,08
Resto del Mundo;Tasa de variación acumulada;2021M04;-90,07
Resto del Mundo;Tasa de variación acumulada;2021M03;-93,49
Resto del Mundo;Tasa de variación acumulada;2021M02;-97,03
Resto del Mundo;Tasa de variación acumulada;2021M01;-95,36
Resto del Mundo;Tasa de variación acumulada;2020M12;-81,20
Resto del Mundo;Tasa de variación acumulada;2020M11;-80,23
Resto del Mundo;Tasa de variación acumulada;2020M10;-78,95
Resto del Mundo;Tasa de variación acumulada;2020M09;-76,99
Resto del Mundo;Tasa de variación acumulada;2020M08;-74,02
Resto del Mundo;Tasa de variación acumulada;2020M07;-71,22
Resto del Mundo;Tasa de variación acumulada;2020M06;.
Resto del Mundo;Tasa de variación acumulada;2020M05;-59,08
Resto del Mundo;Tasa de variación acumulada;2020M04;-48,44
Resto del Mundo;Tasa de variación acumulada;2020M03;-26,35
Resto del Mundo;Tasa de variación acumulada;2020M02;0,78
Resto del Mundo;Tasa de variación acumulada;2020M01;10,79
Resto del Mundo;Tasa de variación acumulada;2019M12;9,93
Resto del Mundo;Tasa de variación acumulada;2019M11;9,96
Resto del Mundo;Tasa de variación acumulada;2019M10;9,75
Resto del Mundo;Tasa de variación acumulada;2019M09;9,16
Resto del Mundo;Tasa de variación acumulada;2019M08;11,46
Resto del Mundo;Tasa de variación acumulada;2019M07;11,22
Resto del Mundo;Tasa de variación acumulada;2019M06;13,66
Resto del Mundo;Tasa de variación acumulada;2019M05;13,73
Resto del Mundo;Tasa de variación acumulada;2019M04;16,81
Resto del Mundo;Tasa de variación acumulada;2019M03;18,55
Resto del Mundo;Tasa de variación acumulada;2019M02;16,37
Resto del Mundo;Tasa de variación acumulada;2019M01;31,60
Resto del Mundo;Tasa de variación acumulada;2018M12;5,63
Resto del Mundo;Tasa de variación acumulada;2018M11;4,23
Resto del Mundo;Tasa de variación acumulada;2018M10;2,54
Resto del Mundo;Tasa de variación acumulada;2018M09;1,31
Resto del Mundo;Tasa de variación acumulada;2018M08;1,10
Resto del Mundo;Tasa de variación acumulada;2018M07;3,69
Resto del Mundo;Tasa de variación acumulada;2018M06;6,25
Resto del Mundo;Tasa de variación acumulada;2018M05;5,61
Resto del Mundo;Tasa de variación acumulada;2018M04;10,40
Resto del Mundo;Tasa de variación acumulada;2018M03;12,35
Resto del Mundo;Tasa de variación acumulada;2018M02;10,72
Resto del Mundo;Tasa de variación acumulada;2018M01;-1,99
Resto del Mundo;Tasa de variación acumulada;2017M12;13,06
Resto del Mundo;Tasa de variación acumulada;2017M11;13,79
Resto del Mundo;Tasa de variación acumulada;2017M10;14,71
Resto del Mundo;Tasa de variación acumulada;2017M09;15,72
Resto del Mundo;Tasa de variación acumulada;2017M08;15,77
Resto del Mundo;Tasa de variación acumulada;2017M07;16,04
